,現地平均気圧 (hPa),海面平均気圧 (hPa),降水量合計 (mm),最大1時間降水量 (mm),最大10分間降水量 (mm),平均気温,最高気温,最低気温,日平均湿度 (%),最小湿度 (%),平均風速 (m/s),最大風速 (m/s),最大風速の風向,最大瞬間風速 (m/s),最大瞬間風速風向,日照時間 (h),降雪合計 (cm),最深積雪,天気概況昼,天気概況夜
1,1020.9,1025.1,10.0,2.5,1.5,4.7,6.8,2.0,72.0,47.0,4.4,9.0,南南西,13.5,南南西,1.1,,,曇後雨一時みぞれ,雨時々曇
2,1019.7,1023.9,9.0,2.0,1.0,6.2,9.5,4.5,81.0,63.0,2.5,6.5,南南西,10.4,南南西,2.7,,,雨時々晴一時曇、あられを伴う,曇時々雨、雷を伴う
3,1015.4,1019.6,8.0,2.0,1.5,7.5,9.4,5.9,77.0,66.0,4.2,8.8,北西,14.5,北西,0.5,,,雨時々曇、あられを伴う,雨時々曇、あられを伴う
4,1013.9,1018.1,5.5,2.5,1.0,5.8,9.2,2.1,72.0,48.0,3.6,11.3,北,18.0,北,3.0,,,曇時々晴後一時雨、雷を伴う,雨時々曇後時々みぞれ
5,1023.1,1027.3,2.5,3.5,1.0,4.6,6.9,2.0,69.0,46.0,4.1,9.0,北,14.5,北北西,0.1,,,みぞれ後曇時々雨、あられを伴う,曇後時々晴
6,1024.9,1029.2,0.0,0.0,0.0,5.6,9.6,1.9,60.0,37.0,2.9,6.9,東北東,9.7,東北東,5.5,,,晴後薄曇,曇後晴
7,1016.4,1020.6,9.0,2.5,0.5,5.0,8.2,1.2,81.0,60.0,2.9,4.9,東北東,6.6,東,0.0,,,雨一時曇、あられを伴う,雨後時々曇
8,998.9,1002.9,22.5,11.0,3.5,12.1,17.2,7.9,73.0,54.0,9.4,18.9,西南西,31.6,南西,0.1,,,雨時々曇、大風を伴う,雨時々曇、大風を伴う
9,1010.7,1014.8,8.5,4.5,2.0,8.5,11.1,6.3,68.0,52.0,3.9,9.8,西南西,17.2,西南西,3.5,,,曇時々晴一時雨,雨時々曇
10,1014.6,1018.8,0.5,0.5,0.5,7.0,10.2,5.0,67.0,44.0,2.9,8.3,北北東,10.8,北北東,7.4,,,晴,曇後晴
11,1011.8,1015.9,5.0,3.0,1.5,7.4,12.9,3.3,64.0,35.0,4.3,10.7,南西,15.3,南西,6.5,,,晴一時曇後雨,曇時々雨
12,1007.1,1011.2,13.5,5.0,1.5,6.7,8.7,4.8,81.0,70.0,3.0,7.7,南南西,11.8,南西,0.0,,,雨時々曇,雨、雷・あられを伴う
13,1010.0,1014.1,25.0,5.5,3.5,6.5,8.3,4.7,79.0,63.0,5.0,11.6,南南西,17.0,西南西,1.4,,,雨一時曇,雨時々曇
14,1016.3,1020.5,3.0,1.0,1.0,6.9,9.7,4.7,72.0,56.0,4.5,9.3,南西,14.8,南南西,0.5,,,曇時々雨,曇後雨
15,1016.2,1020.4,19.5,4.5,1.5,5.1,6.9,3.6,81.0,72.0,4.1,8.9,北北東,13.8,北,0.3,,,雨時々曇、あられを伴う,曇時々雨一時晴
16,1018.9,1023.1,0.0,0.0,0.0,5.3,8.5,2.3,70.0,44.0,2.5,5.8,東,8.6,北東,3.0,,,曇一時晴後雨,曇一時晴
17,1015.6,1019.8,0.0,0.0,0.0,6.1,8.8,4.4,69.0,60.0,5.0,11.1,東北東,15.1,東北東,2.5,,,曇後時々雨,薄曇後晴
18,1011.6,1015.8,0.0,0.0,0.0,4.7,8.0,2.3,72.0,58.0,4.0,7.1,北東,9.7,東北東,1.1,,,雨後曇一時晴,晴時々曇
19,1011.4,1015.6,11.0,7.5,4.0,6.4,10.5,2.2,63.0,36.0,4.0,11.8,南南西,21.2,南西,3.2,,,曇一時晴後一時雨,雨時々曇、雷・あられを伴う
20,1012.0,1016.1,7.5,2.5,2.0,7.4,9.3,5.5,70.0,49.0,6.3,13.0,西,18.9,西,1.0,,,雨時々曇、あられを伴う,曇時々雨、あられを伴う
21,1022.2,1026.5,2.0,1.0,1.0,4.3,8.3,0.8,72.0,48.0,4.0,11.4,西北西,20.4,西北西,0.0,,,雨一時雪後曇、みぞれを伴う,晴一時曇
22,1023.1,1027.4,0.5,0.5,0.5,5.3,11.2,-0.6,61.0,35.0,2.3,9.3,南南西,12.9,南南西,3.0,,,曇一時晴,雨
23,1016.9,1021.0,13.0,2.0,0.5,8.8,10.3,7.1,91.0,84.0,1.5,4.1,東,5.2,東,0.0,,,雨,曇時々雨
24,1022.7,1026.9,0.5,0.5,0.5,8.4,13.1,4.1,75.0,55.0,4.4,10.1,北北東,13.4,北北東,2.6,,,曇時々晴,曇後一時晴
25,1026.2,1030.4,,,,5.2,8.3,2.1,55.0,42.0,5.4,9.2,東北東,13.3,東,3.9,,,曇一時晴,曇
26,1022.7,1026.9,,,,7.5,11.8,5.4,54.0,37.0,5.8,8.5,東北東,12.5,東北東,6.2,,,晴時々曇,曇
27,1016.8,1020.9,8.0,5.0,2.0,6.5,8.2,4.6,63.0,50.0,5.3,9.8,東北東,13.9,東北東,0.0,,,曇,雨
28,1006.0,1010.1,7.0,2.0,1.0,9.2,12.7,5.4,83.0,66.0,2.2,6.4,東,8.9,東,2.9,,,雨時々曇一時晴,雨
29,1002.7,1006.7,14.0,3.5,2.0,10.1,13.1,8.0,84.0,73.0,4.5,10.3,南南西,15.2,南西,0.5,,,雨時々曇,雨時々曇
30,1001.1,1005.2,13.0,4.0,2.0,7.9,9.9,5.9,77.0,60.0,6.7,10.2,南西,16.8,南西,0.1,,,雨、あられを伴う,雨、あられを伴う
31,1008.4,1012.6,16.0,4.5,2.5,4.1,6.7,1.6,77.0,55.0,3.6,9.8,北,14.4,北北西,1.7,,,曇時々雨一時雪、あられを伴う,みぞれ時々曇、雷・あられを伴う
