,現地平均気圧 (hPa),海面平均気圧 (hPa),降水量合計 (mm),最大1時間降水量 (mm),最大10分間降水量 (mm),平均気温,最高気温,最低気温,日平均湿度 (%),最小湿度 (%),平均風速 (m/s),最大風速 (m/s),最大風速の風向,最大瞬間風速 (m/s),最大瞬間風速風向,日照時間 (h),降雪合計 (cm),最深積雪,天気概況昼,天気概況夜
1,1024.3,1025.9,7.0,3.0,1.0,5.5,8.6,2.4,78.0,59.0,3.0,7.9,北,10.5,北,0.5,,,,
2,1022.9,1024.5,35.0,7.0,3.0,6.1,7.7,4.8,93.0,82.0,2.1,4.9,西,10.0,西,0.0,,,,
3,1018.8,1020.3,24.0,9.5,4.5,7.9,10.9,5.9,83.0,56.0,3.2,11.4,西,18.8,西北西,0.3,,,,
4,1016.3,1017.8,13.5,9.5,5.0,7.4,9.4,5.7,80.0,59.0,3.5,11.8,北西,21.1,西北西,1.6,,,,
5,1025.0,1026.5,0.5,1.0,0.5,6.7,8.6,4.9,59.0,43.0,8.4,12.3,北北西,17.9,北西,1.0,,,,
6,1027.2,1028.7,,,,6.3,10.6,1.1,61.0,45.0,3.3,7.1,北,9.6,北,6.3,,,,
7,1019.8,1021.4,7.0,2.5,0.5,7.0,9.8,3.4,79.0,60.0,6.7,15.1,南南東,19.5,南南東,0.0,,,,
8,1004.6,1006.1,19.5,7.0,4.5,12.2,18.2,8.9,75.0,50.0,7.6,15.0,北西,20.5,北西,2.1,,,,
9,1013.9,1015.4,9.0,3.0,2.5,9.5,12.0,7.2,69.0,52.0,5.1,12.7,北北西,18.5,北西,1.9,,,,
10,1017.1,1018.6,2.0,0.5,0.5,7.7,10.9,4.9,72.0,52.0,4.2,11.8,北,16.5,北,2.7,,,,
11,1015.0,1016.5,0.0,0.0,0.0,7.6,13.4,2.4,71.0,42.0,2.6,5.9,北,8.9,北,7.7,,,,
12,1010.3,1011.8,6.0,3.5,2.5,7.5,9.9,5.6,84.0,66.0,2.6,6.3,南南東,11.4,南南東,0.2,,,,
13,1014.3,1015.8,12.0,7.0,2.0,7.1,9.4,4.3,76.0,54.0,3.8,9.0,西北西,13.9,西北西,0.3,,,,
14,1019.9,1021.4,,,,7.0,9.5,4.0,65.0,46.0,3.0,6.5,南南東,8.9,南東,1.4,,,,
15,1019.0,1020.5,4.0,3.0,1.0,6.5,8.9,4.5,75.0,47.0,4.0,7.6,北,11.7,北北東,1.7,,,,
16,1021.5,1023.0,1.5,1.5,0.5,6.3,10.0,3.2,71.0,50.0,2.3,4.3,南東,6.8,南東,4.6,,,,
17,1017.0,1018.5,0.0,0.0,0.0,7.1,10.8,4.2,78.0,58.0,2.2,6.0,北,8.6,北北西,2.7,,,,
18,1013.0,1014.5,0.0,0.0,0.0,7.3,10.2,5.1,64.0,46.0,6.4,9.7,北北西,14.7,北北西,1.9,,,,
19,1014.8,1016.3,0.0,0.0,0.0,7.9,11.3,2.8,60.0,35.0,3.4,6.6,南東,9.5,南東,4.5,,,,
20,1015.9,1017.4,2.5,1.5,1.0,8.0,10.8,5.7,71.0,54.0,4.1,9.5,北西,15.8,北西,0.4,,,,
21,1024.3,1025.9,5.0,2.0,1.0,6.1,8.4,1.8,70.0,46.0,6.3,12.1,北北西,17.8,北北西,2.7,,,,
22,1026.2,1027.7,0.5,0.5,0.5,6.5,10.4,0.0,65.0,42.0,4.7,11.1,南南東,14.7,南南東,2.0,,,,
23,1019.3,1020.8,12.0,3.0,1.0,9.9,11.6,8.2,88.0,68.0,3.2,9.8,南南東,13.4,南南東,0.0,,,,
24,1024.3,1025.8,0.0,0.0,0.0,9.9,13.2,6.7,78.0,53.0,5.4,11.2,北北西,14.6,北北西,0.7,,,,
25,1027.7,1029.3,,,,6.3,8.7,4.2,62.0,48.0,4.3,9.1,北北西,13.1,北北西,4.1,,,,
26,1024.1,1025.6,,,,8.4,11.9,5.5,62.0,43.0,3.0,8.2,北北西,9.9,北北西,3.4,,,,
27,1018.0,1019.5,3.5,1.5,1.0,7.4,10.8,5.4,72.0,47.0,2.6,7.5,北北西,9.5,北北西,0.0,,,,
28,1007.7,1009.2,4.0,1.5,1.0,11.6,15.5,6.1,74.0,54.0,3.7,10.2,南東,18.4,南南東,2.8,,,,
29,1006.5,1008.0,19.0,3.0,1.5,10.3,12.5,7.8,86.0,68.0,3.4,7.9,西北西,13.5,西北西,0.3,,,,
30,1005.3,1006.8,52.0,6.0,2.0,7.1,9.2,5.7,87.0,78.0,3.4,9.5,北,13.2,北北西,0.1,,,,
31,1010.9,1012.4,14.5,2.5,1.5,5.4,8.3,3.4,78.0,48.0,8.4,11.6,北西,16.2,北北西,3.5,,,,
