,現地平均気圧 (hPa),海面平均気圧 (hPa),降水量合計 (mm),最大1時間降水量 (mm),最大10分間降水量 (mm),平均気温,最高気温,最低気温,日平均湿度 (%),最小湿度 (%),平均風速 (m/s),最大風速 (m/s),最大風速の風向,最大瞬間風速 (m/s),最大瞬間風速風向,日照時間 (h),降雪合計 (cm),最深積雪,天気概況昼,天気概況夜
1,1029.3,1029.8,,,,3.5,7.8,0.1,66.0,45.0,2.7,5.6,北北西,10.5,北,9.0,,,,
2,1026.8,1027.3,,,,6.3,11.5,1.3,73.0,52.0,1.9,5.0,北北西,9.6,北北西,8.8,,,,
3,1023.7,1024.2,,,,8.2,11.7,5.0,65.0,52.0,2.2,7.3,西,10.7,西,8.8,,,,
4,1022.8,1023.3,,,,8.0,11.5,4.6,54.0,37.0,3.5,7.9,北西,12.6,北北西,8.7,,,,
5,1028.0,1028.5,,,,8.2,13.6,2.5,68.0,47.0,1.5,4.8,北北西,6.9,北北西,7.7,,,,
6,1025.7,1026.2,12.5,3.0,1.0,11.1,12.4,9.5,77.0,55.0,1.5,4.2,南東,7.3,南東,0.0,,,,
7,1013.5,1014.0,68.5,20.5,14.0,17.0,19.2,11.2,91.0,81.0,7.2,13.3,南,25.0,南南東,0.0,,,,
8,1012.9,1013.4,2.5,2.5,1.5,10.3,16.4,8.6,71.0,59.0,6.7,12.0,南西,26.5,南南西,2.8,,,,
9,1019.8,1020.3,,,,8.7,12.7,5.3,62.0,33.0,2.4,5.0,北北西,10.9,北,7.1,,,,
10,1020.4,1020.9,,,,7.1,12.1,3.0,73.0,48.0,1.4,3.9,北西,7.4,北北西,8.0,,,,
11,1016.5,1017.0,,,,8.5,13.2,5.2,66.0,34.0,1.7,4.7,北北西,7.0,北西,8.6,,,,
12,1014.5,1015.0,,,,7.9,9.3,6.1,62.0,53.0,4.1,8.0,北西,18.3,北北西,4.9,,,,
13,1020.2,1020.7,,,,5.9,8.9,4.0,61.0,48.0,2.9,6.4,北北西,14.6,北北西,4.2,,,,
14,1022.8,1023.3,1.5,1.0,0.5,4.3,6.4,1.8,77.0,56.0,2.3,5.9,北西,8.6,西北西,0.1,,,,
15,1025.1,1025.6,,,,3.6,7.7,0.4,71.0,46.0,1.9,5.0,北西,7.6,北西,8.4,,,,
16,1023.4,1023.9,,,,5.7,9.1,1.6,58.0,34.0,1.6,4.5,北北西,6.7,北北西,2.6,,,,
17,1018.8,1019.3,,,,7.7,11.4,4.3,60.0,45.0,2.2,4.7,北北西,8.4,北北西,0.9,,,,
18,1016.5,1017.0,4.0,2.0,0.5,7.9,10.5,4.1,78.0,53.0,4.7,9.5,北北西,16.4,北,3.0,,,,
19,1018.1,1018.6,,,,7.4,9.8,3.8,70.0,52.0,2.6,7.1,南南西,12.9,南南西,3.4,,,,
20,1020.9,1021.4,,,,7.6,10.2,5.3,55.0,45.0,2.7,6.3,南,12.6,北西,5.4,,,,
21,1027.2,1027.7,,,,6.7,10.9,2.8,62.0,40.0,2.2,6.8,北西,11.2,北北西,8.0,,,,
22,1023.0,1023.5,35.0,13.5,4.0,9.8,12.9,5.2,92.0,82.0,1.8,5.5,南東,8.2,南東,0.0,,,,
23,1019.4,1019.9,4.0,5.5,1.0,12.5,13.7,10.6,96.0,87.0,1.9,3.8,北北西,6.3,北北西,0.0,,,,
24,1025.9,1026.4,,,,12.0,14.7,9.2,78.0,60.0,2.8,6.3,北北東,12.9,北東,2.9,,,,
25,1026.5,1027.0,0.0,0.0,0.0,11.9,12.7,11.1,67.0,60.0,4.2,6.7,北北東,12.9,北,0.0,,,,
26,1022.9,1023.4,0.0,0.0,0.0,12.2,13.1,11.2,64.0,57.0,4.9,8.7,北,18.2,北北東,0.3,,,,
27,1011.5,1012.0,81.0,9.0,2.0,10.4,13.0,8.8,88.0,56.0,7.1,10.8,北,21.2,北北東,0.0,,,,
28,1013.1,1013.6,1.0,0.5,0.5,10.0,12.7,7.9,82.0,69.0,4.9,8.7,北北西,15.5,北北西,2.6,,,,
29,1013.4,1013.9,7.5,2.5,0.5,8.7,11.1,6.8,85.0,70.0,2.6,5.4,北北西,8.6,北,0.0,,,,
30,1012.2,1012.7,6.0,2.5,1.0,6.8,9.6,4.5,86.0,66.0,3.1,6.8,北北西,12.4,北北西,0.9,,,,
31,1017.5,1018.0,,,,6.3,11.1,2.8,76.0,46.0,2.1,6.3,北北西,8.9,北北西,4.4,,,,
