,現地平均気圧 (hPa),海面平均気圧 (hPa),降水量合計 (mm),最大1時間降水量 (mm),最大10分間降水量 (mm),平均気温,最高気温,最低気温,日平均湿度 (%),最小湿度 (%),平均風速 (m/s),最大風速 (m/s),最大風速の風向,最大瞬間風速 (m/s),最大瞬間風速風向,日照時間 (h),降雪合計 (cm),最深積雪,天気概況昼,天気概況夜
1,1026.0,1027.3,0.5,0.5,0.5,18.2,19.7,16.6,78.0,69.0,4.5,6.9,北東,11.2,東北東,0.0,,,,
2,1024.4,1025.7,,,,19.1,22.8,15.8,72.0,59.0,2.9,4.8,東北東,7.6,東北東,6.4,,,,
3,1022.3,1023.6,,,,19.2,23.2,16.5,78.0,58.0,2.2,4.6,東北東,7.5,東北東,8.8,,,,
4,1020.6,1021.9,,,,19.3,23.3,15.4,79.0,60.0,2.4,5.0,東北東,7.0,東,9.5,,,,
5,1021.4,1022.7,,,,20.6,24.0,17.2,82.0,65.0,2.6,5.4,東北東,7.7,東北東,8.0,,,,
6,1020.0,1021.3,0.0,0.0,0.0,21.4,24.5,18.0,79.0,61.0,2.6,5.9,東北東,10.3,東北東,7.4,,,,
7,1016.6,1017.9,,,,21.8,26.5,17.4,86.0,67.0,2.4,5.2,南南東,8.0,南南東,6.4,,,,
8,1019.2,1020.5,2.5,2.0,2.0,19.1,21.5,17.3,84.0,68.0,3.5,6.4,東北東,12.0,北北東,1.9,,,,
9,1018.8,1020.1,0.0,0.0,0.0,18.9,21.5,17.6,73.0,65.0,3.3,6.5,東北東,10.4,東北東,4.0,,,,
10,1016.0,1017.3,,,,20.4,22.9,17.6,74.0,63.0,3.6,6.1,東北東,9.2,東北東,8.9,,,,
11,1013.4,1014.7,0.5,0.5,0.5,21.3,25.6,17.3,78.0,61.0,2.7,5.1,北西,8.8,北西,9.1,,,,
12,1014.5,1015.8,1.5,0.5,0.5,19.2,21.2,16.8,83.0,73.0,4.6,7.3,北,13.1,北北東,0.0,,,,
13,1016.3,1017.6,0.0,0.0,0.0,19.4,22.4,16.9,71.0,61.0,5.2,8.7,東北東,13.0,東北東,4.9,,,,
14,1017.4,1018.7,3.0,1.5,1.0,19.6,23.6,15.9,81.0,56.0,2.7,6.7,北北東,14.4,北北東,3.3,,,,
15,1018.4,1019.7,0.0 ),0.0 ),0.0 ),20.1,22.2,17.8,81.0,72.0,5.4 ),8.0,東北東,14.0,北北東,0.1,,,,
16,1015.7,1017.0,4.5,2.5,2.0,20.9,24.5,18.2,85.0,72.0,2.7,5.7,西,11.3,西南西,2.3,,,,
17,1016.4,1017.7,0.0,0.0,0.0,19.5,21.7,16.8,80.0,74.0,4.0,6.4,北,13.0,北北東,0.9,,,,
18,1018.3,1019.6,0.0,0.0,0.0,17.5,19.7,16.5,74.0,66.0,3.9,5.4,北北東,11.7,北,0.1,,,,
19,1018.6,1019.9,0.0,0.0,0.0,18.4,22.1,15.4,76.0,60.0,2.7,4.8,北東,9.4,北東,1.5,,,,
20,1020.8,1022.1,4.0,3.5,1.0,17.7,18.6,16.8,82.0,70.0,3.4,5.3,北,10.0,北北東,0.0,,,,
21,1023.0,1024.3,,,,18.8,22.6,16.1,75.0,62.0,3.0,5.1,東北東,9.1,北北東,6.7,,,,
22,1020.2,1021.5,,,,21.6,24.1,17.9,81.0,70.0,2.6,5.9,南東,9.8,南東,0.1,,,,
23,1018.3,1019.6,0.0,0.0,0.0,22.6,26.5,20.0,82.0,65.0,2.1,4.6,南西,6.9,南,7.2,,,,
24,1018.7,1020.0,,,,21.8,26.6,17.6,84.0,57.0,2.1,5.2,東北東,8.1,東北東,10.1,,,,
25,1016.5,1017.8,0.5,0.5,0.5,22.1,26.0,19.6,90.0,68.0,2.1,5.4,南東,9.9,東南東,1.8,,,,
26,1008.9,1010.2,23.5,7.0,3.5,22.2,24.8,20.7,94.0,84.0,2.5,8.2,北西,13.8,北西,0.1,,,,
27,1011.5,1012.8,0.0,0.0,0.0,19.1,21.5,17.5,77.0,70.0,4.8,8.1,北西,13.2,西北西,0.0,,,,
28,1014.6,1015.9,5.0,1.5,1.0,17.5,18.7,15.7,82.0,71.0,3.9,6.6,東北東,12.2,北,0.0,,,,
29,1016.7,1018.0,3.0,1.5,0.5,15.6,16.7,14.4,79.0,61.0,4.8,6.2,北,12.7,北,0.0,,,,
30,1017.8,1019.1,,,,14.8,16.8,14.0,57.0,49.0,5.0,6.3,北,14.3,北,2.6,,,,
31,1020.7,1022.1,,,,14.7,17.4,13.8,57.0,47.0,4.1,5.9,北,12.3,北,1.9,,,,
