,現地平均気圧 (hPa),海面平均気圧 (hPa),降水量合計 (mm),最大1時間降水量 (mm),最大10分間降水量 (mm),平均気温,最高気温,最低気温,日平均湿度 (%),最小湿度 (%),平均風速 (m/s),最大風速 (m/s),最大風速の風向,最大瞬間風速 (m/s),最大瞬間風速風向,日照時間 (h),降雪合計 (cm),最深積雪,天気概況昼,天気概況夜
1,1005.1,1006.6,3.5,0.5,0.5,-7.6,-5.0,-10.2,68.0,51.0,7.0,10.0,西,23.5,西,0.0,1.0,10.0,雪時々曇,曇時々雪
2,1008.0,1009.5,0.0,0.0,0.0,-5.4,-2.8,-7.0,63.0,51.0,6.2,10.1,西,18.3,西,0.0,1.0,7.0,雪時々曇,曇一時雪
3,1007.0,1008.5,0.0,0.0,0.0,-5.4,-3.4,-7.9,61.0,46.0,5.0,8.6,西,16.9,西,0.1,1.0,7.0,曇時々雪,曇時々雪
4,1010.0,1011.5,0.0,0.0,0.0,-6.0,-3.8,-7.4,65.0,50.0,3.7,5.8,西,12.4,北北西,0.5,1.0,7.0,雪時々曇,曇一時雪
5,1014.3,1015.8,0.5,0.5,0.5,-3.6,-2.1,-4.9,60.0,49.0,3.9,6.9,北北西,13.1,西,1.7,1.0,8.0,曇時々晴一時雪,曇後晴
6,1019.4,1020.9,0.5,0.5,0.5,-1.6,0.0,-3.1,73.0,52.0,8.6,15.9,北,21.1,北,1.3,,7.0,雪時々曇一時晴、大風を伴う,曇
7,1024.8,1026.3,0.0,0.0,0.0,-1.2,-0.3,-1.7,75.0,67.0,4.4,11.5,北,15.1,北,0.0,,6.0,曇,曇
8,1012.3,1013.8,,,,-1.9,0.4,-6.2,71.0,56.0,2.1,4.3,東北東,6.0,東,5.2,,6.0,薄曇,晴時々曇
9,1012.7,1014.2,,,,-2.7,-1.7,-6.2,67.0,49.0,5.8,9.0,北東,11.5,北,5.5,,6.0,晴,曇時々晴
10,1016.3,1017.8,0.0,0.0,0.0,-1.8,0.1,-4.0,74.0,54.0,2.2,5.5,北,8.4,北,1.7,,6.0,曇後晴,晴後雪、あられを伴う
11,1009.6,1011.1,1.5,0.5,0.5,-0.8,0.9,-4.1,88.0,71.0,2.7,5.7,南,8.8,南西,0.1,5.0,11.0,雪時々曇,曇時々雪
12,1007.7,1009.2,1.0,0.5,0.5,-2.2,-0.4,-3.9,72.0,56.0,3.2,5.5,西,9.4,西南西,1.4,4.0,14.0,雪後曇時々晴,曇時々雪
13,1010.7,1012.2,0.5,0.5,0.5,-4.2,-3.3,-5.5,79.0,65.0,3.3,8.3,北,13.2,西,2.0,4.0,13.0,曇一時雪,曇時々雪
14,1019.1,1020.6,1.5,0.5,0.5,-5.7,-4.3,-8.5,83.0,67.0,3.8,9.6,北東,12.4,北東,1.0,9.0,20.0,雪時々曇,曇一時雪
15,1019.9,1021.4,1.0,0.5,0.5,-6.0,-4.2,-7.9,83.0,71.0,2.5,4.6,東南東,6.8,東南東,2.2,4.0,20.0,晴時々雪,雪後一時曇
16,1014.8,1016.3,2.0,1.0,0.5,-4.3,-3.0,-6.3,71.0,52.0,2.9,5.8,西,10.4,西南西,0.7,4.0,21.0,曇時々雪,曇一時雪
17,1014.7,1016.2,0.0,0.0,0.0,-3.9,-2.9,-5.2,62.0,52.0,4.1,6.5,西,11.9,西南西,0.6,,18.0,曇一時雪,曇後一時雪
18,1017.8,1019.3,0.0,0.0,0.0,-4.3,-2.3,-7.9,67.0,52.0,2.1,4.2,西,8.7,西,3.4,,15.0,曇時々晴一時雪,晴一時薄曇
19,1013.3,1014.8,0.0,0.0,0.0,-4.2,-1.1,-7.8,76.0,53.0,1.9,4.9,東南東,6.6,東南東,5.9,,14.0,晴後一時曇,曇一時雪
20,1007.6,1009.1,2.0,0.5,0.5,-1.2,0.1,-2.9,77.0,59.0,3.7,10.8,北,13.9,北,0.4,3.0,16.0,曇後時々雪,雪後曇
21,1014.8,1016.3,1.0,0.5,0.5,-3.7,-2.0,-5.0,65.0,50.0,5.7,10.7,北,14.8,北,1.0,1.0,15.0,曇時々雪,曇一時雪
22,1017.8,1019.3,0.0,0.0,0.0,-0.3,1.7,-2.4,62.0,52.0,4.8,8.0,西,14.7,西,4.5,,14.0,晴後曇,曇後晴
23,1018.4,1019.9,,,,-2.2,-0.1,-5.0,59.0,44.0,2.4,5.5,西,11.1,西北西,6.2,,13.0,晴後一時曇,曇一時晴後時々雪
24,1015.1,1016.6,2.0,0.5,0.5,-4.6,-0.3,-7.6,65.0,46.0,4.7,7.3,北北西,16.6,西,0.0,2.0,14.0,雪時々曇,雪時々曇
25,1024.1,1025.7,2.5,0.5,0.5,-9.2,-6.8,-10.5,64.0,43.0,5.1,7.7,北北西,18.3,北北西,0.0,2.0,13.0,雪時々曇,雪後時々曇
26,1022.3,1023.8,0.0,0.0,0.0,-5.7,-2.5,-10.2,55.0,45.0,4.8,8.3,西,16.6,西,2.2,,10.0,晴後曇,曇
27,1025.3,1026.8,,,,-4.0,-2.0,-8.2,59.0,47.0,3.0,6.0,北北西,10.9,北,5.2,,9.0,晴,快晴
28,1026.2,1027.7,,,,-4.2,0.7,-9.3,60.0,27.0,1.9,4.6,南南西,6.8,南南西,8.7,,9.0,晴,薄曇一時晴
29,1018.2,1019.7,1.0,0.5,0.5,-2.3,-0.5,-5.4,86.0,71.0,4.4,7.8,東北東,11.7,東北東,0.7,3.0,12.0,曇後雪,雪一時曇
30,1006.5,1008.0,11.5,1.5,0.5,-1.6,-0.5,-3.4,93.0,88.0,15.7,24.0,北東,30.6,北東,0.0,5 ],15 ],雪、地ふぶきを伴う,雪、大風を伴う
31,1008.2,1009.7,3.0,0.5,0.5,-4.0,-3.0,-4.7,92.0,88.0,16.5,22.3,北東,29.4,北東,0.0,-- ],5 ],雪後一時曇、大風を伴う,曇時々雪、大風を伴う
